Date,Close
8/16/2010 16:00:00,108.35
8/17/2010 16:00:00,108.22
8/18/2010 16:00:00,108.1
8/19/2010 16:00:00,108.45
8/20/2010 16:00:00,108.3
8/23/2010 16:00:00,108.41
8/24/2010 16:00:00,108.84
8/25/2010 16:00:00,108.59
8/26/2010 16:00:00,108.73
8/27/2010 16:00:00,108.13
8/30/2010 16:00:00,108.86
8/31/2010 16:00:00,108.94
9/1/2010 16:00:00,108.41
9/2/2010 16:00:00,108.27
9/3/2010 16:00:00,108.02
9/7/2010 16:00:00,108.33
9/8/2010 16:00:00,108.25
9/9/2010 16:00:00,107.73
9/10/2010 16:00:00,107.5
9/13/2010 16:00:00,107.74
9/14/2010 16:00:00,108.13
9/15/2010 16:00:00,107.93
9/16/2010 16:00:00,107.75
9/17/2010 16:00:00,107.89
9/20/2010 16:00:00,107.93
9/21/2010 16:00:00,108.39
9/22/2010 16:00:00,108.42
9/23/2010 16:00:00,108.54
9/24/2010 16:00:00,108.14
9/27/2010 16:00:00,108.51
9/28/2010 16:00:00,108.77
9/29/2010 16:00:00,108.69
9/30/2010 16:00:00,108.65
10/1/2010 16:00:00,108.26
10/4/2010 16:00:00,108.44
10/5/2010 16:00:00,108.44
10/6/2010 16:00:00,108.58
10/7/2010 16:00:00,108.6
10/8/2010 16:00:00,108.82
10/11/2010 16:00:00,108.76
10/12/2010 16:00:00,108.65
10/13/2010 16:00:00,108.64
10/14/2010 16:00:00,108.24
10/15/2010 16:00:00,108.02
10/18/2010 16:00:00,108.4
10/19/2010 16:00:00,108.49
10/20/2010 16:00:00,108.62
10/21/2010 16:00:00,108.45
10/22/2010 16:00:00,108.5
10/25/2010 16:00:00,108.51
10/26/2010 16:00:00,108.26
10/27/2010 16:00:00,108.05
10/28/2010 16:00:00,108.32
10/29/2010 16:00:00,108.55
11/1/2010 16:00:00,108.23
11/2/2010 16:00:00,108.42
11/3/2010 16:00:00,108.4
11/4/2010 16:00:00,108.92
11/5/2010 16:00:00,108.62
11/8/2010 16:00:00,108.57
11/9/2010 16:00:00,108.04
11/10/2010 16:00:00,107.95
11/11/2010 16:00:00,107.94
11/12/2010 16:00:00,107.51
11/15/2010 16:00:00,106.92
11/16/2010 16:00:00,107.18
11/17/2010 16:00:00,107.21
11/18/2010 16:00:00,107.18
11/19/2010 16:00:00,107.3
11/22/2010 16:00:00,107.56
11/23/2010 16:00:00,107.67
11/24/2010 16:00:00,107.15
11/26/2010 16:00:00,107.37
11/29/2010 16:00:00,107.44
11/30/2010 16:00:00,107.37
12/1/2010 16:00:00,106.26
12/2/2010 16:00:00,106.05
12/3/2010 16:00:00,106.26
12/6/2010 16:00:00,106.65
12/7/2010 16:00:00,105.82
12/8/2010 16:00:00,105.31
12/9/2010 16:00:00,105.5
12/10/2010 16:00:00,105.3
12/13/2010 16:00:00,105.37
12/14/2010 16:00:00,104.78
12/15/2010 16:00:00,104.6
12/16/2010 16:00:00,104.8
12/17/2010 16:00:00,105.37
12/20/2010 16:00:00,105.44
12/21/2010 16:00:00,105.64
12/22/2010 16:00:00,105.52
12/23/2010 16:00:00,105.32
12/27/2010 16:00:00,105.62
12/28/2010 16:00:00,104.66
12/29/2010 16:00:00,105.4
12/30/2010 16:00:00,105.32
12/31/2010 16:00:00,105.75
1/3/2011 16:00:00,105.63
1/4/2011 16:00:00,105.66
1/5/2011 16:00:00,105.15
1/6/2011 16:00:00,105.17
1/7/2011 16:00:00,105.51
1/10/2011 16:00:00,105.79
1/11/2011 16:00:00,105.58
1/12/2011 16:00:00,105.57
1/13/2011 16:00:00,105.95
1/14/2011 16:00:00,105.73
1/18/2011 16:00:00,105.66
1/19/2011 16:00:00,105.68
1/20/2011 16:00:00,105.28
1/21/2011 16:00:00,105.61
1/24/2011 16:00:00,105.55
1/25/2011 16:00:00,105.88
1/26/2011 16:00:00,105.53
1/27/2011 16:00:00,105.71
1/28/2011 16:00:00,105.86
1/31/2011 16:00:00,105.66
2/1/2011 16:00:00,105.12
2/2/2011 16:00:00,105
2/3/2011 16:00:00,104.61
2/4/2011 16:00:00,104.26
2/7/2011 16:00:00,104.3
2/8/2011 16:00:00,104
2/9/2011 16:00:00,104.19
2/10/2011 16:00:00,103.89
2/11/2011 16:00:00,104.3
2/14/2011 16:00:00,104.35
2/15/2011 16:00:00,104.48
2/16/2011 16:00:00,104.48
2/17/2011 16:00:00,104.73
2/18/2011 16:00:00,104.69
2/22/2011 16:00:00,105.07
2/23/2011 16:00:00,105.15
2/24/2011 16:00:00,105.17
2/25/2011 16:00:00,105.45
2/28/2011 16:00:00,105.65
3/1/2011 16:00:00,105.28
3/2/2011 16:00:00,105.11
3/3/2011 16:00:00,104.74
3/4/2011 16:00:00,105.02
3/7/2011 16:00:00,105.07
3/8/2011 16:00:00,104.99
3/9/2011 16:00:00,105.24
3/10/2011 16:00:00,105.61
3/11/2011 16:00:00,105.63
3/14/2011 16:00:00,105.69
3/15/2011 16:00:00,105.73
3/16/2011 16:00:00,106.03
3/17/2011 16:00:00,105.96
3/18/2011 16:00:00,105.92
3/21/2011 16:00:00,105.67
3/22/2011 16:00:00,105.68
3/23/2011 16:00:00,105.63
3/24/2011 16:00:00,105.34
3/25/2011 16:00:00,105.25
3/28/2011 16:00:00,105.2
3/29/2011 16:00:00,105.07
3/30/2011 16:00:00,105.25
3/31/2011 16:00:00,105.13
4/1/2011 16:00:00,104.96
4/4/2011 16:00:00,105.13
4/5/2011 16:00:00,104.91
4/6/2011 16:00:00,104.6
4/7/2011 16:00:00,104.76
4/8/2011 16:00:00,104.56
4/11/2011 16:00:00,104.66
4/12/2011 16:00:00,105.06
4/13/2011 16:00:00,105.17
4/14/2011 16:00:00,105.07
4/15/2011 16:00:00,105.45
4/18/2011 16:00:00,105.63
4/19/2011 16:00:00,105.84
4/20/2011 16:00:00,105.69
4/21/2011 16:00:00,105.76
4/25/2011 16:00:00,105.82
4/26/2011 16:00:00,106.21
4/27/2011 16:00:00,106.12
4/28/2011 16:00:00,106.37
4/29/2011 16:00:00,106.46
5/2/2011 16:00:00,106.2
5/3/2011 16:00:00,106.23
5/4/2011 16:00:00,106.43
5/5/2011 16:00:00,106.67
5/6/2011 16:00:00,106.66
5/9/2011 16:00:00,106.78
5/10/2011 16:00:00,106.59
5/11/2011 16:00:00,106.78
5/12/2011 16:00:00,106.62
5/13/2011 16:00:00,106.79
5/16/2011 16:00:00,107.02
5/17/2011 16:00:00,107.14
5/18/2011 16:00:00,106.97
5/19/2011 16:00:00,106.89
5/20/2011 16:00:00,106.99
5/23/2011 16:00:00,107.08
5/24/2011 16:00:00,107.12
5/25/2011 16:00:00,107.1
5/26/2011 16:00:00,107.33
5/27/2011 16:00:00,107.43
5/31/2011 16:00:00,107.46
6/1/2011 16:00:00,107.61
6/2/2011 16:00:00,107.18
6/3/2011 16:00:00,107.32
6/6/2011 16:00:00,107.34
6/7/2011 16:00:00,107.56
6/8/2011 16:00:00,107.65
6/9/2011 16:00:00,107.49
6/10/2011 16:00:00,107.48
6/13/2011 16:00:00,107.34
6/14/2011 16:00:00,107.05
6/15/2011 16:00:00,107.32
6/16/2011 16:00:00,107.39
6/17/2011 16:00:00,107.49
6/20/2011 16:00:00,107.35
6/21/2011 16:00:00,107.45
6/22/2011 16:00:00,107.38
6/23/2011 16:00:00,107.73
6/24/2011 16:00:00,107.63
6/27/2011 16:00:00,107.44
6/28/2011 16:00:00,107.01
6/29/2011 16:00:00,106.69
6/30/2011 16:00:00,106.67
7/1/2011 16:00:00,106.4
7/5/2011 16:00:00,106.81
7/6/2011 16:00:00,106.87
7/7/2011 16:00:00,106.57
7/8/2011 16:00:00,107.12
7/11/2011 16:00:00,107.41
7/12/2011 16:00:00,107.5
7/13/2011 16:00:00,107.71
7/14/2011 16:00:00,107.44
7/15/2011 16:00:00,107.59
7/18/2011 16:00:00,107.43
7/19/2011 16:00:00,107.66
7/20/2011 16:00:00,107.49
7/21/2011 16:00:00,107.32
7/22/2011 16:00:00,107.55
7/25/2011 16:00:00,107.24
7/26/2011 16:00:00,107.49
7/27/2011 16:00:00,107.31
7/28/2011 16:00:00,107.52
7/29/2011 16:00:00,108.16
8/1/2011 16:00:00,108.12
8/2/2011 16:00:00,108.58
8/3/2011 16:00:00,108.69
8/4/2011 16:00:00,109.27
8/5/2011 16:00:00,108.55
8/8/2011 16:00:00,108.6
8/9/2011 16:00:00,109.24
8/10/2011 16:00:00,110.13
8/11/2011 16:00:00,108.76
8/12/2011 16:00:00,109.24
8/15/2011 16:00:00,109.41
8/16/2011 16:00:00,109.64
8/17/2011 16:00:00,109.82
8/18/2011 16:00:00,109.98
8/19/2011 16:00:00,110.03
8/22/2011 16:00:00,109.89
8/23/2011 16:00:00,109.63
8/24/2011 16:00:00,109.01
8/25/2011 16:00:00,109.23
8/26/2011 16:00:00,109.38
8/29/2011 16:00:00,109.26
8/30/2011 16:00:00,109.6
8/31/2011 16:00:00,109.5
9/1/2011 16:00:00,109.62
9/2/2011 16:00:00,109.95
9/6/2011 16:00:00,110.24
9/7/2011 16:00:00,109.98
9/8/2011 16:00:00,110.01
9/9/2011 16:00:00,110.16
9/12/2011 16:00:00,109.94
9/13/2011 16:00:00,109.98
9/14/2011 16:00:00,110
9/15/2011 16:00:00,109.68
9/16/2011 16:00:00,109.84
9/19/2011 16:00:00,110.08
9/20/2011 16:00:00,110.3
9/21/2011 16:00:00,110.48
9/22/2011 16:00:00,110.8
9/23/2011 16:00:00,110.23
9/26/2011 16:00:00,109.98
9/27/2011 16:00:00,109.83
9/28/2011 16:00:00,109.74
9/29/2011 16:00:00,109.7
9/30/2011 16:00:00,110.11
10/3/2011 16:00:00,110.34
10/4/2011 16:00:00,110
10/5/2011 16:00:00,109.63
10/6/2011 16:00:00,109.45
10/7/2011 16:00:00,109.23
10/10/2011 16:00:00,109.01
10/11/2011 16:00:00,109.27
10/12/2011 16:00:00,109.06
10/13/2011 16:00:00,109.12
10/14/2011 16:00:00,108.94
10/17/2011 16:00:00,109.37
10/18/2011 16:00:00,109.25
10/19/2011 16:00:00,109.41
10/20/2011 16:00:00,109.35
10/21/2011 16:00:00,109.41
10/24/2011 16:00:00,109.24
10/25/2011 16:00:00,109.8
10/26/2011 16:00:00,109.5
10/27/2011 16:00:00,109.35
10/28/2011 16:00:00,109.51
10/31/2011 16:00:00,110.03
11/1/2011 16:00:00,110.27
11/2/2011 16:00:00,110.27
11/3/2011 16:00:00,110.03
11/4/2011 16:00:00,110
11/7/2011 16:00:00,110.09
11/8/2011 16:00:00,109.94
11/9/2011 16:00:00,110.13
11/10/2011 16:00:00,109.92
11/11/2011 16:00:00,109.79
11/14/2011 16:00:00,109.88
11/15/2011 16:00:00,109.74
11/16/2011 16:00:00,109.7
11/17/2011 16:00:00,109.64
11/18/2011 16:00:00,109.62
11/21/2011 16:00:00,109.6
11/22/2011 16:00:00,109.68
11/23/2011 16:00:00,109.78
11/25/2011 16:00:00,109.63
11/28/2011 16:00:00,109.62
11/29/2011 16:00:00,109.66
11/30/2011 16:00:00,109.38
12/1/2011 16:00:00,108.84
12/2/2011 16:00:00,109.12
12/5/2011 16:00:00,109.24
12/6/2011 16:00:00,109.14
12/7/2011 16:00:00,109.34
12/8/2011 16:00:00,109.45
12/9/2011 16:00:00,109.39
12/12/2011 16:00:00,109.42
12/13/2011 16:00:00,109.64
12/14/2011 16:00:00,109.91
12/15/2011 16:00:00,109.68
12/16/2011 16:00:00,110.05
12/19/2011 16:00:00,110.16
12/20/2011 16:00:00,110.01
12/21/2011 16:00:00,109.73
12/22/2011 16:00:00,109.9
12/23/2011 16:00:00,109.77
12/27/2011 16:00:00,109.94
12/28/2011 16:00:00,110.13
12/29/2011 16:00:00,110.39
12/30/2011 16:00:00,110.25
1/3/2012 16:00:00,110.03
1/4/2012 16:00:00,109.88
1/5/2012 16:00:00,110.03
1/6/2012 16:00:00,110.12
1/9/2012 16:00:00,110.03
1/10/2012 16:00:00,110
1/11/2012 16:00:00,110.39
1/12/2012 16:00:00,110.3
1/13/2012 16:00:00,110.55
1/17/2012 16:00:00,110.58
1/18/2012 16:00:00,110.44
1/19/2012 16:00:00,110.26
1/20/2012 16:00:00,109.98
1/23/2012 16:00:00,109.89
1/24/2012 16:00:00,109.98
1/25/2012 16:00:00,110.14
1/26/2012 16:00:00,110.36
1/27/2012 16:00:00,110.54
1/30/2012 16:00:00,110.86
1/31/2012 16:00:00,111.05
2/1/2012 16:00:00,110.58
2/2/2012 16:00:00,110.61
2/3/2012 16:00:00,110.56
2/6/2012 16:00:00,110.64
2/7/2012 16:00:00,110.53
2/8/2012 16:00:00,110.44
2/9/2012 16:00:00,110.26
2/10/2012 16:00:00,110.41
2/13/2012 16:00:00,110.45
2/14/2012 16:00:00,110.54
2/15/2012 16:00:00,110.5
2/16/2012 16:00:00,110.48
2/17/2012 16:00:00,110.34
2/21/2012 16:00:00,110.17
2/22/2012 16:00:00,110.48
2/23/2012 16:00:00,110.57
2/24/2012 16:00:00,110.6
2/27/2012 16:00:00,110.95
2/28/2012 16:00:00,110.87
2/29/2012 16:00:00,110.76
3/1/2012 16:00:00,110.26
3/2/2012 16:00:00,110.5
3/5/2012 16:00:00,110.34
3/6/2012 16:00:00,110.56
3/7/2012 16:00:00,110.46
3/8/2012 16:00:00,110.21
3/9/2012 16:00:00,110.19
3/12/2012 16:00:00,110.29
3/13/2012 16:00:00,109.92
3/14/2012 16:00:00,109.32
3/15/2012 16:00:00,109.27
3/16/2012 16:00:00,109.28
3/19/2012 16:00:00,108.93
3/20/2012 16:00:00,109.09
3/21/2012 16:00:00,109.35
3/22/2012 16:00:00,109.45
3/23/2012 16:00:00,109.7
3/26/2012 16:00:00,109.62
3/27/2012 16:00:00,109.74
3/28/2012 16:00:00,109.72
3/29/2012 16:00:00,110.02
3/30/2012 16:00:00,109.85
4/2/2012 16:00:00,109.62
4/3/2012 16:00:00,109.15
4/4/2012 16:00:00,109.38
4/5/2012 16:00:00,109.63
4/9/2012 16:00:00,110.11
4/10/2012 16:00:00,110.12
4/11/2012 16:00:00,110.13
4/12/2012 16:00:00,110.02
4/13/2012 16:00:00,110.36
4/16/2012 16:00:00,110.38
4/17/2012 16:00:00,110.4
4/18/2012 16:00:00,110.54
4/19/2012 16:00:00,110.46
4/20/2012 16:00:00,110.48
4/23/2012 16:00:00,110.59
4/24/2012 16:00:00,110.43
4/25/2012 16:00:00,110.48
4/26/2012 16:00:00,110.65
4/27/2012 16:00:00,110.64
4/30/2012 16:00:00,110.6
5/1/2012 16:00:00,110.33
5/2/2012 16:00:00,110.44
5/3/2012 16:00:00,110.56
5/4/2012 16:00:00,110.67
5/7/2012 16:00:00,110.71
5/8/2012 16:00:00,110.79
5/9/2012 16:00:00,110.82
5/10/2012 16:00:00,110.71
5/11/2012 16:00:00,110.79
5/14/2012 16:00:00,111.04
5/15/2012 16:00:00,110.98
5/16/2012 16:00:00,110.96
5/17/2012 16:00:00,111.03
5/18/2012 16:00:00,111
5/21/2012 16:00:00,110.98
5/22/2012 16:00:00,110.71
5/23/2012 16:00:00,110.84
5/24/2012 16:00:00,110.75
5/25/2012 16:00:00,110.92
5/29/2012 16:00:00,110.86
5/30/2012 16:00:00,111.23
5/31/2012 16:00:00,111.56
6/1/2012 16:00:00,111.6
6/4/2012 16:00:00,111.34
6/5/2012 16:00:00,111.11
6/6/2012 16:00:00,110.78
6/7/2012 16:00:00,110.95
6/8/2012 16:00:00,110.9
6/11/2012 16:00:00,111
6/12/2012 16:00:00,110.91
6/13/2012 16:00:00,111.2
6/14/2012 16:00:00,111.12
6/15/2012 16:00:00,111.38
6/18/2012 16:00:00,111.35
6/19/2012 16:00:00,111.22
6/20/2012 16:00:00,111.05
6/21/2012 16:00:00,111.2
6/22/2012 16:00:00,111.04
6/25/2012 16:00:00,111.39
6/26/2012 16:00:00,111.27
6/27/2012 16:00:00,111.32
6/28/2012 16:00:00,111.45
6/29/2012 16:00:00,111.3
7/2/2012 16:00:00,111.29
7/3/2012 16:00:00,111.21
7/5/2012 16:00:00,111.5
7/6/2012 16:00:00,111.58
7/9/2012 16:00:00,111.8
7/10/2012 16:00:00,111.85
7/11/2012 16:00:00,111.84
7/12/2012 16:00:00,112.04
7/13/2012 16:00:00,112.08
7/16/2012 16:00:00,112.17
7/17/2012 16:00:00,112.13
7/18/2012 16:00:00,112.35
7/19/2012 16:00:00,112.26
7/20/2012 16:00:00,112.42
7/23/2012 16:00:00,112.52
7/24/2012 16:00:00,112.66
7/25/2012 16:00:00,112.7
7/26/2012 16:00:00,112.63
7/27/2012 16:00:00,112.29
7/30/2012 16:00:00,112.48
7/31/2012 16:00:00,112.59
8/1/2012 16:00:00,112.24
8/2/2012 16:00:00,112.26
8/3/2012 16:00:00,111.99
8/6/2012 16:00:00,112.16
8/7/2012 16:00:00,111.86
8/8/2012 16:00:00,111.72
8/9/2012 16:00:00,111.69
8/10/2012 16:00:00,111.87
8/13/2012 16:00:00,111.86
8/14/2012 16:00:00,111.6
8/15/2012 16:00:00,111.24
8/16/2012 16:00:00,111.1
8/17/2012 16:00:00,111.23
8/20/2012 16:00:00,111.19
8/21/2012 16:00:00,111.34
8/22/2012 16:00:00,111.82
8/23/2012 16:00:00,111.9
8/24/2012 16:00:00,111.82
8/27/2012 16:00:00,111.97
8/28/2012 16:00:00,112.06
8/29/2012 16:00:00,111.95
8/30/2012 16:00:00,112.02
8/31/2012 16:00:00,112.37
9/4/2012 16:00:00,112.13
9/5/2012 16:00:00,112.13
9/6/2012 16:00:00,111.87
9/7/2012 16:00:00,111.89
9/10/2012 16:00:00,111.91
9/11/2012 16:00:00,111.78
9/12/2012 16:00:00,111.57
9/13/2012 16:00:00,111.83
9/14/2012 16:00:00,111.37
9/17/2012 16:00:00,111.55
9/18/2012 16:00:00,111.62
9/19/2012 16:00:00,111.84
9/20/2012 16:00:00,111.77
9/21/2012 16:00:00,111.95
9/24/2012 16:00:00,112.07
9/25/2012 16:00:00,112.25
9/26/2012 16:00:00,112.36
9/27/2012 16:00:00,112.29
9/28/2012 16:00:00,112.45
10/1/2012 16:00:00,112.2
10/2/2012 16:00:00,112.29
10/3/2012 16:00:00,112.25
10/4/2012 16:00:00,112.09
10/5/2012 16:00:00,111.86
10/8/2012 16:00:00,112.03
10/9/2012 16:00:00,111.91
10/10/2012 16:00:00,112.09
10/11/2012 16:00:00,112.23
10/12/2012 16:00:00,112.32
10/15/2012 16:00:00,112.38
10/16/2012 16:00:00,112.2
10/17/2012 16:00:00,111.85
10/18/2012 16:00:00,111.81
10/19/2012 16:00:00,111.95
10/22/2012 16:00:00,111.8
10/23/2012 16:00:00,112.05
10/24/2012 16:00:00,111.97
10/25/2012 16:00:00,111.73
10/26/2012 16:00:00,112.03
10/31/2012 16:00:00,112.19
11/1/2012 16:00:00,111.8
11/2/2012 16:00:00,111.87
11/5/2012 16:00:00,112.06
11/6/2012 16:00:00,111.74
11/7/2012 16:00:00,112
11/8/2012 16:00:00,112.14
11/9/2012 16:00:00,112.08
11/12/2012 16:00:00,112.05
11/13/2012 16:00:00,112.25
11/14/2012 16:00:00,112.28
11/15/2012 16:00:00,112.17
11/16/2012 16:00:00,112.21
11/19/2012 16:00:00,112.29
11/20/2012 16:00:00,112.08
11/21/2012 16:00:00,111.89
11/23/2012 16:00:00,111.96
11/26/2012 16:00:00,112
11/27/2012 16:00:00,112.15
11/28/2012 16:00:00,112.17
11/29/2012 16:00:00,112.31
11/30/2012 16:00:00,112.25
12/3/2012 16:00:00,111.6
12/4/2012 16:00:00,111.67
12/5/2012 16:00:00,111.77
12/6/2012 16:00:00,111.76
12/7/2012 16:00:00,111.66
12/10/2012 16:00:00,111.68
12/11/2012 16:00:00,111.64
12/12/2012 16:00:00,111.33
12/13/2012 16:00:00,111.15
12/14/2012 16:00:00,111.35
12/17/2012 16:00:00,111.08
12/18/2012 16:00:00,110.82
12/19/2012 16:00:00,111.01
12/20/2012 16:00:00,111.02
12/21/2012 16:00:00,111.12
12/24/2012 16:00:00,111.13
12/26/2012 16:00:00,111.05
12/27/2012 16:00:00,111.11
12/28/2012 16:00:00,111.28
12/31/2012 16:00:00,111.08
1/2/2013 16:00:00,110.95
1/3/2013 16:00:00,110.67
1/4/2013 16:00:00,110.79
1/7/2013 16:00:00,110.73
1/8/2013 16:00:00,110.83
1/9/2013 16:00:00,110.75
1/10/2013 16:00:00,110.74
1/11/2013 16:00:00,110.85
1/14/2013 16:00:00,110.95
1/15/2013 16:00:00,110.98
1/16/2013 16:00:00,111.04
1/17/2013 16:00:00,110.8
1/18/2013 16:00:00,110.93
1/22/2013 16:00:00,110.87
1/23/2013 16:00:00,110.99
1/24/2013 16:00:00,110.84
1/25/2013 16:00:00,110.57
1/28/2013 16:00:00,110.41
1/29/2013 16:00:00,110.34
1/30/2013 16:00:00,110.29
1/31/2013 16:00:00,110.39
2/1/2013 16:00:00,109.94
2/4/2013 16:00:00,110.25
2/5/2013 16:00:00,110.02
2/6/2013 16:00:00,110.21
2/7/2013 16:00:00,110.25
2/8/2013 16:00:00,110.28
2/11/2013 16:00:00,110.17
2/12/2013 16:00:00,110.15
2/13/2013 16:00:00,110.04
2/14/2013 16:00:00,110.24
2/15/2013 16:00:00,110.25
2/19/2013 16:00:00,110.12
2/20/2013 16:00:00,110.19
2/21/2013 16:00:00,110.25
2/22/2013 16:00:00,110.31
2/25/2013 16:00:00,110.73
2/26/2013 16:00:00,110.7
2/27/2013 16:00:00,110.73
2/28/2013 16:00:00,110.83
3/1/2013 16:00:00,110.66
3/4/2013 16:00:00,110.58
3/5/2013 16:00:00,110.49
3/6/2013 16:00:00,110.37
3/7/2013 16:00:00,110.14
3/8/2013 16:00:00,109.82
3/11/2013 16:00:00,109.88
3/12/2013 16:00:00,110.08
3/13/2013 16:00:00,109.99
3/14/2013 16:00:00,110.11
3/15/2013 16:00:00,110.21
3/18/2013 16:00:00,110.31
3/19/2013 16:00:00,110.47
3/20/2013 16:00:00,110.35
3/21/2013 16:00:00,110.37
3/22/2013 16:00:00,110.41
3/25/2013 16:00:00,110.37
3/26/2013 16:00:00,110.5
3/27/2013 16:00:00,110.73
3/28/2013 16:00:00,110.73
4/1/2013 16:00:00,110.57
4/2/2013 16:00:00,110.45
4/3/2013 16:00:00,110.57
4/4/2013 16:00:00,110.88
4/5/2013 16:00:00,111.2
4/8/2013 16:00:00,111.01
4/9/2013 16:00:00,111.05
4/10/2013 16:00:00,110.82
4/11/2013 16:00:00,110.84
4/12/2013 16:00:00,111.2
4/15/2013 16:00:00,111.25
4/16/2013 16:00:00,111.25
4/17/2013 16:00:00,111.25
4/18/2013 16:00:00,111.23
4/19/2013 16:00:00,111.24
4/22/2013 16:00:00,111.38
4/23/2013 16:00:00,111.33
4/24/2013 16:00:00,111.31
4/25/2013 16:00:00,111.26
4/26/2013 16:00:00,111.49
4/29/2013 16:00:00,111.56
4/30/2013 16:00:00,111.54
5/1/2013 16:00:00,111.39
5/2/2013 16:00:00,111.4
5/3/2013 16:00:00,110.99
5/6/2013 16:00:00,110.81
5/7/2013 16:00:00,110.75
5/8/2013 16:00:00,110.85
5/9/2013 16:00:00,110.7
5/10/2013 16:00:00,110.48
5/13/2013 16:00:00,110.38
5/14/2013 16:00:00,110.12
5/15/2013 16:00:00,110.28
5/16/2013 16:00:00,110.58
5/17/2013 16:00:00,110.31
5/20/2013 16:00:00,110.2
5/21/2013 16:00:00,110.29
5/22/2013 16:00:00,109.92
5/23/2013 16:00:00,109.88
5/24/2013 16:00:00,109.88
5/28/2013 16:00:00,109.2
5/29/2013 16:00:00,109.35
5/30/2013 16:00:00,109.32
5/31/2013 16:00:00,109.11
6/3/2013 16:00:00,108.97
6/4/2013 16:00:00,108.73
6/5/2013 16:00:00,108.67
6/6/2013 16:00:00,108.95
6/7/2013 16:00:00,108.61
6/10/2013 16:00:00,108.39
6/11/2013 16:00:00,108.4
6/12/2013 16:00:00,108.22
6/13/2013 16:00:00,108.75
6/14/2013 16:00:00,108.78
6/17/2013 16:00:00,108.7
6/18/2013 16:00:00,108.66
6/19/2013 16:00:00,107.93
6/20/2013 16:00:00,107.21
6/21/2013 16:00:00,106.61
6/24/2013 16:00:00,106.18
6/25/2013 16:00:00,106.3
6/26/2013 16:00:00,106.75
6/27/2013 16:00:00,107.2
6/28/2013 16:00:00,107.21
7/1/2013 16:00:00,107.16
7/2/2013 16:00:00,107.16
7/3/2013 16:00:00,107.01
7/5/2013 16:00:00,105.84
7/8/2013 16:00:00,106.39
7/9/2013 16:00:00,106.5
7/10/2013 16:00:00,106.22
7/11/2013 16:00:00,106.93
7/12/2013 16:00:00,106.81
7/15/2013 16:00:00,107.04
7/16/2013 16:00:00,107.21
7/17/2013 16:00:00,107.44
7/18/2013 16:00:00,107.24
7/19/2013 16:00:00,107.52
7/22/2013 16:00:00,107.66
7/23/2013 16:00:00,107.6
7/24/2013 16:00:00,107.25
7/25/2013 16:00:00,107.29
7/26/2013 16:00:00,107.26
7/29/2013 16:00:00,107.26
7/30/2013 16:00:00,107.22
7/31/2013 16:00:00,107.3
8/1/2013 16:00:00,106.49
8/2/2013 16:00:00,106.85
8/5/2013 16:00:00,106.9
8/6/2013 16:00:00,106.79
8/7/2013 16:00:00,106.93
8/8/2013 16:00:00,107.08
8/9/2013 16:00:00,107.15
8/12/2013 16:00:00,107.08
8/13/2013 16:00:00,106.65
8/14/2013 16:00:00,106.51
8/15/2013 16:00:00,106.13
8/16/2013 16:00:00,105.83
8/19/2013 16:00:00,105.5
8/20/2013 16:00:00,105.81
8/21/2013 16:00:00,105.42
8/22/2013 16:00:00,105.55
8/23/2013 16:00:00,105.9
8/26/2013 16:00:00,106.09
8/27/2013 16:00:00,106.37
8/28/2013 16:00:00,106.17
8/29/2013 16:00:00,106.38
8/30/2013 16:00:00,106.21
9/3/2013 16:00:00,105.75
9/4/2013 16:00:00,105.6
9/5/2013 16:00:00,104.89
9/6/2013 16:00:00,105.28
9/9/2013 16:00:00,105.49
9/10/2013 16:00:00,105.3
9/11/2013 16:00:00,105.66
9/12/2013 16:00:00,105.54
9/13/2013 16:00:00,105.69
9/16/2013 16:00:00,105.91
9/17/2013 16:00:00,106.01
9/18/2013 16:00:00,106.9
9/19/2013 16:00:00,106.77
9/20/2013 16:00:00,106.77
9/23/2013 16:00:00,106.85
9/24/2013 16:00:00,107.1
9/25/2013 16:00:00,107.25
9/26/2013 16:00:00,107.23
9/27/2013 16:00:00,107.29
9/30/2013 16:00:00,107.2
10/1/2013 16:00:00,106.93
10/2/2013 16:00:00,107.07
10/3/2013 16:00:00,107.15
10/4/2013 16:00:00,107.06
10/7/2013 16:00:00,107.04
10/8/2013 16:00:00,106.99
10/9/2013 16:00:00,106.91
10/10/2013 16:00:00,107.03
10/11/2013 16:00:00,107.07
10/14/2013 16:00:00,106.87
10/15/2013 16:00:00,106.82
10/16/2013 16:00:00,107.28
10/17/2013 16:00:00,107.58
10/18/2013 16:00:00,107.76
10/21/2013 16:00:00,107.66
10/22/2013 16:00:00,108.04
10/23/2013 16:00:00,108.01
10/24/2013 16:00:00,107.97
10/25/2013 16:00:00,108.01
10/28/2013 16:00:00,107.96
10/29/2013 16:00:00,108.09
10/30/2013 16:00:00,107.89
10/31/2013 16:00:00,107.9
11/1/2013 16:00:00,107.45
11/4/2013 16:00:00,107.56
11/5/2013 16:00:00,107.24
11/6/2013 16:00:00,107.41
11/7/2013 16:00:00,107.49
11/8/2013 16:00:00,106.82
11/11/2013 16:00:00,106.76
11/12/2013 16:00:00,106.72
11/13/2013 16:00:00,107
11/14/2013 16:00:00,107.33
11/15/2013 16:00:00,107.36
11/18/2013 16:00:00,107.57
11/19/2013 16:00:00,107.28
11/20/2013 16:00:00,106.98
